name,value
Donna M. Christensen,0.15
Bill Barrett,0.15
Ken Bentsen,0.15
Henry Bonilla,0.15
Charles T. Canady,0.15
Gary A. Condit,0.15
Calvin M. Dooley,0.15
Chet Edwards,0.15
Tillie Fowler,0.15
David L. Hobson,0.15
Matthew G. Martinez,0.15
Ron Packard,0.15
Carlos A. Romero-Barcelo,0.15
"John M. Spratt, Jr.",0.15
James A. Traficant Jr.,0.15
Curt Weldon,0.15
Christopher Cox,0.15
Tina  Smith,0.15
Charles H. Taylor,0.15
James E. Rogan,0.15
Pat Danner,0.15
Katherine Harris,0.15
John J.H. "Joe" Schwarz,0.15
Nancy L. Johnson,0.15
Jo Ann Davis,0.15
Rick Boucher,0.15
Jean Schmidt,0.15
John J. Faso,0.15
Allen B. West,0.15
Jim Talent,0.15
Ed Case,0.15
Laura Richardson,0.15
Gregorio Kilili Camacho Sablan,0.15
Kathleen C. Hochul,0.15
Rod Grams,0.15
Cynthia A. McKinney,0.15
Lane Evans,0.15
William O. Lipinski,0.15
Amo Houghton,0.15
John J. LaFalce,0.15
John Cooksey,0.15
Carolyn C. Kilpatrick,0.15
John R. Kasich,0.15
Mimi Walters,0.15
Robin L. Kelly,0.15
Stacey E. Plaskett,0.15
Elizabeth H. Esty,0.15
Juan Vargas,0.15
Ruben J. Kihuen,0.15
Ann Marie Buerkle,0.15
Robert L. Turner,0.15
Mark S. Critz,0.15
Robert J. Dold,0.15
Janice Hahn,0.15
Carlos Curbelo,0.15
James M. Jeffords,0.15
Thomas M. Barrett,0.15
William (Bill) Clay,0.15
Jack Quinn,0.15
Patsy T. Mink,0.15
"George E. Brown, Jr.",0.15
John Elias Baldacci,0.15
Tim Roemer,0.15
Steve Buyer,0.15
Jim Gibbons,0.15
James V. Hansen,0.15
Alma S. Adams,0.15
Nanette Diaz Barragan,0.15
Julia Brownley,0.15
J. French Hill,0.15
Christopher John,0.15
Debbie Lesko,0.15
Mike  Johanns,0.15
Scott P. Brown,0.15
Mark  Begich,0.15
Mitch McConnell,0.15
Jim Banks,0.15
Tom Sawyer,0.15
Ralph Regula,0.15
Charles S. Robb,0.15
Mark Walker,0.15
Roger W. Marshall,0.15
Claudia Tenney,0.15
Mike Bost,0.15
Glenn Grothman,0.15
Mike Bishop,0.15
Jack Bergman,0.15
Sean Patrick Maloney,0.15
Kurt Schrader,0.15
Josh Gottheimer,0.15
Lloyd Smucker,0.15
David Rouzer,0.15
James Comer,0.15
Vicente Gonzalez,0.15
Earl L. "Buddy" Carter,0.15
Bruce Poliquin,0.15
Scott H. Peters,0.15
Gregg Harper,0.15
Evan H. Jenkins,0.15
David Kustoff,0.15
Rick W. Allen,0.15
Ron Estes,0.15
"Al Lawson, Jr.",0.15
Thomas MacArthur,0.15
Dan Newhouse,0.15
John H. Rutherford,0.15
Darin LaHood,0.15
Garret Graves,0.15
Jeffrey M. Landry,0.15
Mark R. Kennedy,0.15
Chris Chocola,0.15
Bob Beauprez,0.15
Max Burns,0.15
Brad Carson,0.15
Ray LaHood,0.15
Max Sandlin,0.15
Rick Berg,0.15
Cory A. Booker,0.15
Donald J. Cazayoux Jr.,0.15
John A. Boehner,0.15
Scott McInnis,0.15
E. Clay Shaw Jr.,0.15
Mike Pompeo,0.15
Francisco "Quico" Canseco,0.15
Pedro R. Pierluisi,0.15
Bob Inglis,0.15
Tim Hutchinson,0.15
Slade Gorton,0.15
J. Robert Kerrey,0.15
Craig Thomas,0.15
Richard H. Bryan,0.15
Terri A. Sewell,0.15
William L. Enyart,0.15
Ryan K. Zinke,0.15
David W. Jolly,0.15
Brad Ashford,0.15
Curt Clawson,0.15
Patrick Murphy,0.15
Aumua Amata Coleman Radewagen,0.15
Cresent Hardy,0.15
William L. Owens,0.15
C. L. (Butch) Otter,0.15
Tim  Kaine,0.15
Jim McCrery,0.15
Denise L. Majette,0.15
Kenny C. Hulshof,0.15
William J. Janklow,0.15
Jeb Bradley,0.15
Anibal Acevedo-Vila,0.15
Eva M. Clayton,0.15
Ben  Sasse,0.15
Dan  Sullivan,0.15
Peter Fitzgerald,0.15
Clay Higgins,0.15
Larry Kissell,0.15
Robert L. Ehrlich Jr.,0.15
Bob Schaffer,0.15
Luther Strange,0.15
Troy Balderson,0.15
Benjamin Quayle,0.15
Jay Dickey,0.15
Alan Grayson,0.15
Jenniffer Gonzalez-Colon,0.15
John Kennedy,0.15
Mike  Rounds,0.15
Ron Barber,0.15
Anh "Joseph" Cao,0.15
Mark Takai,0.15
Frank C. Guinta,0.15
Gwen Graham,0.15
Mark H. Schauer,0.15
David Rivera,0.15
Mary Jo Kilroy,0.15
John H. Adler,0.15
Betsy Markey,0.15
Charles K. Djou,0.15
Scott Murphy,0.15
Michael Cloud,0.15
Parker Griffith,0.15
Daniel B. Maffei,0.15
Christopher J. Lee,0.15
Jim Webb,0.15
Mel Martinez,0.15
Elizabeth Dole,0.15
Hansen Clarke,0.15
Eric J. J. Massa,0.15
John A. Boccieri,0.15
Trent Kelly,0.15
Trey Radel,0.15
Steve Driehaus,0.15
Rob Woodall,0.15
Karen C. Handel,0.15
Conor Lamb,0.15
George S. LeMieux,0.15
Kathleen A. Dahlkemper,0.15
Deborah L. Halvorson,0.15
"Frank Kratovil, Jr.",0.15
Michael E. McMahon,0.15
Harry Teague,0.15
Suzanne M. Kosmas,0.15
John R. Moolenaar,0.15
Roland  Burris,0.15
Joseph D. Morelle,0.15
John R. Curtis,0.15
Greg Gianforte,0.15
Sandy Adams,0.15
Doug  Jones,0.15
Joseph P. Kennedy II,0.15
Walter Minnick,0.15
